"","title","id","full.name","name_age","species","gender","age.stage","rs_frequency","author","newID","age.stage.original","age_recoded","all_ages_char","freq_sum"
"2011","MURPHY_abadspellfortheworstwitch_1982","mildredhub","Mildred Hubble","MildredHubble_adolescent_char","human","female",15,593,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2012","MURPHY_abadspellfortheworstwitch_1982","maud","Maud","Maud_adolescent_char","human","female",15,168,"MURPHY","Maud_MURPHY_char","adolescent","young","young young young",406
"2014","MURPHY_abadspellfortheworstwitch_1982","hardbroom","Hardbroom","Hardbroom_adult_char","human","female",45,169,"MURPHY","Hardbroom_MURPHY_char","adult","old","old old old old old old old old",1649
"2015","MURPHY_abadspellfortheworstwitch_1982","ethel","Ethel Hallow","EthelHallow_adolescent_char","human","female",15,204,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
"2017","MURPHY_abadspellfortheworstwitch_1982","enid","Enid Nightshade","EnidNightshade_adolescent_char","human","female",15,102,"MURPHY","Enid_Nightshade_MURPHY_char","adolescent","young","young young young young young young young young",1293
"2018","MURPHY_abadspellfortheworstwitch_1982","missdrill","Drill","Drill_adult_char","human","female",45,2,"MURPHY","Drill_MURPHY_char","adult","old","old old old old old",174
"2020","MURPHY_abadspellfortheworstwitch_1982","mildredhubfrog","Mildred Hubble","MildredHubble_adolescent_char","supernatural","female",15,192,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2021","MURPHY_abadspellfortheworstwitch_1982","algernon","Algernon Rowan-Webb","AlgernonRowan-Webb_oldadult_char","human","male",60,32,"MURPHY","Algernon_Rowan-Webb_MURPHY_char","oldadult","old","old old old old",228
"2022","MURPHY_abadspellfortheworstwitch_1982","griselda","Griselda Blackwood","GriseldaBlackwood_adolescent_char","human","female",15,65,"MURPHY","Griselda_Blackwood_MURPHY_char","adolescent","young","young",65
"2023","MURPHY_abadspellfortheworstwitch_1982","hellibore","Egbert Hellibore","EgbertHellibore_oldadult_char","human","male",60,49,"MURPHY","Egbert_Hellibore_MURPHY_char","oldadult","old","old old",50
"2024","MURPHY_abadspellfortheworstwitch_1982","algernonfrog","Algernon Rowan-Webb","AlgernonRowan-Webb_oldadult_char","supernatural","male",60,101,"MURPHY","Algernon_Rowan-Webb_MURPHY_char","oldadult","old","old old old old",228
"2025","MURPHY_firstprizefortheworstwitch_2018","drusilla","Drusilla Paddock","DrusillaPaddock_adolescent_char","human","female",15,118,"MURPHY","Drusilla_Paddock_MURPHY_char","adolescent","young","young young",140
"2027","MURPHY_firstprizefortheworstwitch_2018","enid","Enid Nightshade","EnidNightshade_adolescent_char","human","female",15,323,"MURPHY","Enid_Nightshade_MURPHY_char","adolescent","young","young young young young young young young young",1293
"2028","MURPHY_firstprizefortheworstwitch_2018","ethel","Ethel Hallow","EthelHallow_adolescent_char","human","female",15,207,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
"2029","MURPHY_firstprizefortheworstwitch_2018","ethelthird","Ethel Hallow","EthelHallow_adolescent_char","human","female",15,2,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
"2030","MURPHY_firstprizefortheworstwitch_2018","hardbroom","Hardbroom","Hardbroom_adult_char","human","female",45,223,"MURPHY","Hardbroom_MURPHY_char","adult","old","old old old old old old old old",1649
"2031","MURPHY_firstprizefortheworstwitch_2018","maud","Maud Spellbody","MaudSpellbody_adolescent_char","human","female",15,432,"MURPHY","Maud_Spellbody_MURPHY_char","adolescent","young","young young young young young young young",1318
"2034","MURPHY_firstprizefortheworstwitch_2018","mildredhub","Mildred Hubble","MildredHubble_adolescent_char","human","female",15,1134,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2035","MURPHY_firstprizefortheworstwitch_2018","mildredsecond","Mildred Hubble","MildredHubble_adolescent_char","human","female",15,4,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2036","MURPHY_firstprizefortheworstwitch_2018","missbat","Bat","Bat_adult_char","human","female",45,29,"MURPHY","Bat_MURPHY_char","adult","old","old old old old old",91
"2037","MURPHY_firstprizefortheworstwitch_2018","misscackle","Cackle","Cackle_adult_char","human","female",45,249,"MURPHY","Cackle_MURPHY_char","adult","old","old old old old old old",898
"2038","MURPHY_firstprizefortheworstwitch_2018","missdrill","Drill","Drill_adult_char","human","female",45,20,"MURPHY","Drill_MURPHY_char","adult","old","old old old old old",174
"2043","MURPHY_firstprizefortheworstwitch_2018","mrsbrilliantine","Brilliantine","Brilliantine_adult_char","human","female",45,143,"MURPHY","Brilliantine_MURPHY_char","adult","old","old old",279
"2044","MURPHY_firstprizefortheworstwitch_2018","mrbrilliantine","Brilliantine","Brilliantine_adult_char","human","male",45,136,"MURPHY","Brilliantine_MURPHY_char","adult","old","old old",279
"2045","MURPHY_firstprizefortheworstwitch_2018","maudsecond","Maud Spellbody","MaudSpellbody_adolescent_char","human","female",15,1,"MURPHY","Maud_Spellbody_MURPHY_char","adolescent","young","young young young young young young young",1318
"2046","MURPHY_firstprizefortheworstwitch_2018","algernon","Algernon Rowan-Webb","AlgernonRowan-Webb_adult_char","human","male",45,5,"MURPHY","Algernon_Rowan-Webb_MURPHY_char","adult","old","old old old old",228
"2047","MURPHY_firstprizefortheworstwitch_2018","mildredfirst","Mildred Hubble","MildredHubble_adolescent_char","human","female",15,1,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2050","MURPHY_jeffreystrangeways_1992","fiancee","Matilda","Matilda_adult_char","human","female",45,98,"MURPHY","Matilda_MURPHY_char","adult","old","old",98
"2053","MURPHY_jeffreystrangeways_1992","jeffrey","Jeffrey Strangeways","JeffreyStrangeways_11.0_char","human","male",11,1192,"MURPHY","Jeffrey_Strangeways_MURPHY_char","11","young","young young young",1195
"2054","MURPHY_jeffreystrangeways_1992","jeffreyado","Jeffrey Strangeways","JeffreyStrangeways_adolescent_char","human","male",15,2,"MURPHY","Jeffrey_Strangeways_MURPHY_char","adolescent","young","young young young",1195
"2055","MURPHY_jeffreystrangeways_1992","jeffreychild","Jeffrey Strangeways","JeffreyStrangeways_child_char","human","male",10,1,"MURPHY","Jeffrey_Strangeways_MURPHY_char","child","young","young young young",1195
"2056","MURPHY_jeffreystrangeways_1992","lancelot","Lancelot","Lancelot_infant_char","animal","male",5,285,"MURPHY","Lancelot_MURPHY_char","infant","young","young",285
"2062","MURPHY_theworstwitch_1974","mildredhub","Mildred Hubble","MildredHubble_adolescent_char","human","female",15,573,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2063","MURPHY_theworstwitch_1974","maud","Maud","Maud_adolescent_char","human","female",15,119,"MURPHY","Maud_MURPHY_char","adolescent","young","young young young",406
"2064","MURPHY_theworstwitch_1974","misscackle","Miss Cackle","MissCackle_adult_char","human","female",45,150,"MURPHY","Miss_Cackle_MURPHY_char","adult","old","old",150
"2065","MURPHY_theworstwitch_1974","hardbroom","Hardbroom","Hardbroom_adult_char","human","female",45,197,"MURPHY","Hardbroom_MURPHY_char","adult","old","old old old old old old old old",1649
"2066","MURPHY_theworstwitch_1974","ethel","Ethel Hallow","EthelHallow_adolescent_char","human","female",15,108,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
"2067","MURPHY_theworstwitch_1974","bat","Bat","Bat_adult_char","human","female",45,5,"MURPHY","Bat_MURPHY_char","adult","old","old old old old old",91
"2071","MURPHY_theworstwitch_1974","agathacackle","Agatha Cackle","AgathaCackle_adult_char","human","female",45,25,"MURPHY","Agatha_Cackle_MURPHY_char","adult","old","old old",110
"2072","MURPHY_theworstwitchallatsea_1993","algernon","Algernon Rowan-Webb","AlgernonRowan-Webb_oldadult_char","human","male",60,90,"MURPHY","Algernon_Rowan-Webb_MURPHY_char","oldadult","old","old old old old",228
"2073","MURPHY_theworstwitchallatsea_1993","drusilla","Drusilla","Drusilla_adolescent_char","human","female",15,3,"MURPHY","Drusilla_MURPHY_char","adolescent","young","young young",86
"2074","MURPHY_theworstwitchallatsea_1993","enid","Enid Nightshade","EnidNightshade_adolescent_char","human","female",15,95,"MURPHY","Enid_Nightshade_MURPHY_char","adolescent","young","young young young young young young young young",1293
"2075","MURPHY_theworstwitchallatsea_1993","ethel","Ethel Hallow","EthelHallow_adolescent_char","human","female",15,233,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
"2078","MURPHY_theworstwitchallatsea_1993","hardbroom","Hardbroom","Hardbroom_adult_char","human","female",45,342,"MURPHY","Hardbroom_MURPHY_char","adult","old","old old old old old old old old",1649
"2079","MURPHY_theworstwitchallatsea_1993","hellibore","Egbert Hellibore","EgbertHellibore_oldadult_char","human","male",60,1,"MURPHY","Egbert_Hellibore_MURPHY_char","oldadult","old","old old",50
"2080","MURPHY_theworstwitchallatsea_1993","maud","Maud Spellbody","MaudSpellbody_adolescent_char","human","female",15,157,"MURPHY","Maud_Spellbody_MURPHY_char","adolescent","young","young young young young young young young",1318
"2081","MURPHY_theworstwitchallatsea_1993","mildredhub","Mildred Hubble","MildredHubble_adolescent_char","human","female",15,993,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2082","MURPHY_theworstwitchallatsea_1993","misscackle","Cackle","Cackle_adult_char","human","female",45,216,"MURPHY","Cackle_MURPHY_char","adult","old","old old old old old old",898
"2085","MURPHY_theworstwitchandthewishingstar_2013","drusilla","Drusilla Paddock","DrusillaPaddock_adolescent_char","human","female",15,22,"MURPHY","Drusilla_Paddock_MURPHY_char","adolescent","young","young young",140
"2088","MURPHY_theworstwitchandthewishingstar_2013","enid","Enid Nightshade","EnidNightshade_adolescent_char","human","female",15,167,"MURPHY","Enid_Nightshade_MURPHY_char","adolescent","young","young young young young young young young young",1293
"2089","MURPHY_theworstwitchandthewishingstar_2013","enidfirst","Enid Nightshade","EnidNightshade_adolescent_char","human","female",15,1,"MURPHY","Enid_Nightshade_MURPHY_char","adolescent","young","young young young young young young young young",1293
"2090","MURPHY_theworstwitchandthewishingstar_2013","ethel","Ethel Hallow","EthelHallow_adolescent_char","human","female",15,183,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
"2091","MURPHY_theworstwitchandthewishingstar_2013","ethelfirst","Ethel Hallow","EthelHallow_adolescent_char","human","female",15,1,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
"2092","MURPHY_theworstwitchandthewishingstar_2013","hardbroom","Hardbroom","Hardbroom_adult_char","human","female",45,266,"MURPHY","Hardbroom_MURPHY_char","adult","old","old old old old old old old old",1649
"2093","MURPHY_theworstwitchandthewishingstar_2013","maud","Maud Spellbody","MaudSpellbody_adolescent_char","human","female",15,232,"MURPHY","Maud_Spellbody_MURPHY_char","adolescent","young","young young young young young young young",1318
"2094","MURPHY_theworstwitchandthewishingstar_2013","maudfirst","Maud Spellbody","MaudSpellbody_adolescent_char","human","female",15,3,"MURPHY","Maud_Spellbody_MURPHY_char","adolescent","young","young young young young young young young",1318
"2095","MURPHY_theworstwitchandthewishingstar_2013","mildredfirst","Mildred Hubble","MildredHubble_adolescent_char","human","female",15,6,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2096","MURPHY_theworstwitchandthewishingstar_2013","mildredhub","Mildred Hubble","MildredHubble_adolescent_char","human","female",15,1046,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2097","MURPHY_theworstwitchandthewishingstar_2013","missbat","Bat","Bat_adult_char","human","female",45,11,"MURPHY","Bat_MURPHY_char","adult","old","old old old old old",91
"2098","MURPHY_theworstwitchandthewishingstar_2013","misscackle","Cackle","Cackle_adult_char","human","female",45,198,"MURPHY","Cackle_MURPHY_char","adult","old","old old old old old old",898
"2099","MURPHY_theworstwitchandthewishingstar_2013","missdrill","Drill","Drill_adult_char","human","female",45,140,"MURPHY","Drill_MURPHY_char","adult","old","old old old old old",174
"2100","MURPHY_theworstwitchandthewishingstar_2013","missmould","Mould","Mould_adult_char","human","female",45,11,"MURPHY","Mould_MURPHY_char","adult","old","old old old",79
"2102","MURPHY_theworstwitchsavestheday_2005","mildredhub","Mildred Hubble","MildredHubble_adolescent_char","human","female",15,866,"MURPHY","Mildred_Hubble_MURPHY_char","adolescent","young","young young young young young young young young young young young young",6999
"2103","MURPHY_theworstwitchsavestheday_2005","maud","Maud Spellbody","MaudSpellbody_adolescent_char","human","female",15,336,"MURPHY","Maud_Spellbody_MURPHY_char","adolescent","young","young young young young young young young",1318
"2104","MURPHY_theworstwitchsavestheday_2005","misscackle","Cackle","Cackle_adult_char","human","female",45,99,"MURPHY","Cackle_MURPHY_char","adult","old","old old old old old old",898
"2105","MURPHY_theworstwitchsavestheday_2005","hardbroom","Hardbroom","Hardbroom_adult_char","human","female",45,161,"MURPHY","Hardbroom_MURPHY_char","adult","old","old old old old old old old old",1649
"2106","MURPHY_theworstwitchsavestheday_2005","ethel","Ethel Hallow","EthelHallow_adolescent_char","human","female",15,165,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
"2107","MURPHY_theworstwitchsavestheday_2005","enid","Enid Nightshade","EnidNightshade_adolescent_char","human","female",15,182,"MURPHY","Enid_Nightshade_MURPHY_char","adolescent","young","young young young young young young young young",1293
"2115","MURPHY_theworstwitchsavestheday_2005","missbat","Bat","Bat_adult_char","human","female",45,2,"MURPHY","Bat_MURPHY_char","adult","old","old old old old old",91
"2116","MURPHY_theworstwitchsavestheday_2005","missgranite","Granite / Agatha Cackle","Granite/AgathaCackle_adult_char","human","female",45,206,"MURPHY","Granite__Agatha_Cackle_MURPHY_char","adult","old","old",206
"2118","MURPHY_theworstwitchsavestheday_2005","missdrill","Drill","Drill_adult_char","human","female",45,4,"MURPHY","Drill_MURPHY_char","adult","old","old old old old old",174
"2119","MURPHY_theworstwitchsavestheday_2005","agatha","Agatha Cackle","AgathaCackle_adult_char","human","female",45,85,"MURPHY","Agatha_Cackle_MURPHY_char","adult","old","old old",110
"2120","MURPHY_theworstwitchsavestheday_2005","missmould","Mould","Mould_adult_char","human","female",45,4,"MURPHY","Mould_MURPHY_char","adult","old","old old old",79
"2121","MURPHY_theworstwitchstrikesagain_1980","enid","Enid Nightshade","EnidNightshade_adolescent_char","human","female",15,286,"MURPHY","Enid_Nightshade_MURPHY_char","adolescent","young","young young young young young young young young",1293
"2122","MURPHY_theworstwitchstrikesagain_1980","ethel","Ethel Hallow","EthelHallow_adolescent_char","human","female",15,24,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
"2123","MURPHY_theworstwitchstrikesagain_1980","ethelpig","Ethel Hallow","EthelHallow_adolescent_char","supernatural","female",15,1,"MURPHY","Ethel_Hallow_MURPHY_char","adolescent","young","young young young young young young young young young young young",1585
