"","title","id","full.name","name_age","species","gender","age.stage","rs_frequency","author","newID","age.stage.original","age_recoded","all_ages_char","freq_sum"
"4305","ROWLING_harrypotterandthehalfbloodprince_2005","george7","George Weasley","GeorgeWeasley_7.0_char","human","male",7,2,"ROWLING","George_Weasley_ROWLING_char","7","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"4313","ROWLING_harrypotterandthehalfbloodprince_2005","goyle16","Gregory Goyle","GregoryGoyle_16.0_char","human","male",16,72,"ROWLING","Gregory_Goyle_ROWLING_char","16","young","young young young young young young young young young young",429
"4317","ROWLING_harrypotterandthehalfbloodprince_2005","greyback","Fenrir Greyback","FenrirGreyback_adult_char","supernatural","male",45,97,"ROWLING","Fenrir_Greyback_ROWLING_char","adult","old","old old",253
"4320","ROWLING_harrypotterandthehalfbloodprince_2005","grubblyplank","Wilhelmina Grubbly-Plank","WilhelminaGrubbly-Plank_adult_char","human","female",45,2,"ROWLING","Wilhelmina_Grubbly-Plank_ROWLING_char","adult","old","old old",97
"4342","ROWLING_harrypotterandthehalfbloodprince_2005","hepzibah","Hepzibah Smith","HepzibahSmith_oldadult_char","human","female",60,105,"ROWLING","Hepzibah_Smith_ROWLING_char","oldadult","old","old old",106
"4353","ROWLING_harrypotterandthehalfbloodprince_2005","hokey","Hokey","Hokey_deepoldadult_char","supernatural","female",60,60,"ROWLING","Hokey_ROWLING_char","deepoldadult","old","old",60
"4364","ROWLING_harrypotterandthehalfbloodprince_2005","karkaroff","Igor Karkaroff","IgorKarkaroff_adult_char","human","male",45,3,"ROWLING","Igor_Karkaroff_ROWLING_char","adult","old","old old old",570
"4365","ROWLING_harrypotterandthehalfbloodprince_2005","katie17","Katie Bell","KatieBell_17.0_char","human","female",17,156,"ROWLING","Katie_Bell_ROWLING_char","17","young","young young young young young young young",249
"4366","ROWLING_harrypotterandthehalfbloodprince_2005","kreacher","Kreacher","Kreacher_oldadult_char","supernatural","male",60,139,"ROWLING","Kreacher_ROWLING_char","oldadult","old","old old old",794
"4368","ROWLING_harrypotterandthehalfbloodprince_2005","lavender16","Lavender Brown","LavenderBrown_16.0_char","human","female",16,126,"ROWLING","Lavender_Brown_ROWLING_char","16","young","young young young young young young young young",292
"4369","ROWLING_harrypotterandthehalfbloodprince_2005","leanne","Leanne","Leanne_17.0_char","human","female",17,56,"ROWLING","Leanne_ROWLING_char","17","young","young",56
"4370","ROWLING_harrypotterandthehalfbloodprince_2005","leeadolescent","Lee Jordan","LeeJordan_adolescent_char","human","male",15,1,"ROWLING","Lee_Jordan_ROWLING_char","adolescent","young","young young young young young young young young",175
"4386","ROWLING_harrypotterandthehalfbloodprince_2005","luna14","Luna Lovegood","LunaLovegood_14.0_char","human","female",14,1,"ROWLING","Luna_Lovegood_ROWLING_char","14","young","young young young young young young young young young young",1047
"4387","ROWLING_harrypotterandthehalfbloodprince_2005","luna15","Luna Lovegood","LunaLovegood_15.0_char","human","female",15,139,"ROWLING","Luna_Lovegood_ROWLING_char","15","young","young young young young young young young young young young",1047
"4388","ROWLING_harrypotterandthehalfbloodprince_2005","luna16","Luna Lovegood","LunaLovegood_16.0_char","human","female",16,72,"ROWLING","Luna_Lovegood_ROWLING_char","16","young","young young young young young young young young young young",1047
"4399","ROWLING_harrypotterandthehalfbloodprince_2005","macmillan16","Ernie Macmillan","ErnieMacmillan_16.0_char","human","male",16,45,"ROWLING","Ernie_Macmillan_ROWLING_char","16","young","young young young young",121
"4402","ROWLING_harrypotterandthehalfbloodprince_2005","marietta16","Marietta Edgecombe","MariettaEdgecombe_16.0_char","human","female",16,1,"ROWLING","Marietta_Edgecombe_ROWLING_char","16","young","young young young",162
"4403","ROWLING_harrypotterandthehalfbloodprince_2005","marietta17","Marietta Edgecombe","MariettaEdgecombe_17.0_char","human","female",17,2,"ROWLING","Marietta_Edgecombe_ROWLING_char","17","young","young young young",162
"4406","ROWLING_harrypotterandthehalfbloodprince_2005","maxime","Olympe Maxine","OlympeMaxine_adult_char","supernatural","female",45,5,"ROWLING","Olympe_Maxine_ROWLING_char","adult","old","old old",180
"4407","ROWLING_harrypotterandthehalfbloodprince_2005","mcgonagall","Minerva McGonagall","MinervaMcGonagall_oldadult_char","human","female",60,254,"ROWLING","Minerva_McGonagall_ROWLING_char","oldadult","old","old old old old old old old old",2015
"4409","ROWLING_harrypotterandthehalfbloodprince_2005","merope18","Merope Gaunt","MeropeGaunt_18.0_char","human","female",18,110,"ROWLING","Merope_Gaunt_ROWLING_char","18","young","young young",217
"4410","ROWLING_harrypotterandthehalfbloodprince_2005","merope19","Merope Gaunt","MeropeGaunt_19.0_char","human","female",19,107,"ROWLING","Merope_Gaunt_ROWLING_char","19","young","young young",217
"4413","ROWLING_harrypotterandthehalfbloodprince_2005","michael15","Michael Corner","MichaelCorner_15.0_char","human","male",15,3,"ROWLING","Michael_Corner_ROWLING_char","15","young","young young young young young",53
"4414","ROWLING_harrypotterandthehalfbloodprince_2005","michael16","Michael Corner","MichaelCorner_16.0_char","human","male",16,2,"ROWLING","Michael_Corner_ROWLING_char","16","young","young young young young young",53
"4421","ROWLING_harrypotterandthehalfbloodprince_2005","montague15","Graham Montague","GrahamMontague_15.0_char","human","male",15,12,"ROWLING","Graham_Montague_ROWLING_char","15","young","young young young",63
"4424","ROWLING_harrypotterandthehalfbloodprince_2005","moody","Alastor Moody","AlastorMoody_oldadult_char","human","male",60,3,"ROWLING","Alastor_Moody_ROWLING_char","oldadult","old","old old old old old",444
"4446","ROWLING_harrypotterandthehalfbloodprince_2005","mrsriddle","Riddle","Riddle_adult_char","human","female",45,16,"ROWLING","Riddle_ROWLING_char","adult","old","old old old",72
"4447","ROWLING_harrypotterandthehalfbloodprince_2005","mrsroberts","Roberts","Roberts_adult_char","human","female",45,3,"ROWLING","Roberts_ROWLING_char","adult","old","old old old old",99
"4452","ROWLING_harrypotterandthehalfbloodprince_2005","myrtle","Myrtle","Myrtle_adolescent_char","supernatural","female",15,56,"ROWLING","Myrtle_ROWLING_char","adolescent","young","young young young",177
"4461","ROWLING_harrypotterandthehalfbloodprince_2005","ollivander","Garrick Ollivander","GarrickOllivander_oldadult_char","human","male",60,10,"ROWLING","Garrick_Ollivander_ROWLING_char","oldadult","old","old old old old old",318
"4462","ROWLING_harrypotterandthehalfbloodprince_2005","padma16","Padma Patil","PadmaPatil_16.0_char","human","female",16,6,"ROWLING","Padma_Patil_ROWLING_char","16","young","young young young young young young",58
"4463","ROWLING_harrypotterandthehalfbloodprince_2005","pansy16","Pansy Parkinson","PansyParkinson_16.0_char","human","female",16,29,"ROWLING","Pansy_Parkinson_ROWLING_char","16","young","young young young young young young",120
"4464","ROWLING_harrypotterandthehalfbloodprince_2005","parvati16","Parvati Patil","ParvatiPatil_16.0_char","human","female",16,41,"ROWLING","Parvati_Patil_ROWLING_char","16","young","young young young young young young young",288
"4473","ROWLING_harrypotterandthehalfbloodprince_2005","phineas","Phineas Nigellus Black","PhineasNigellusBlack_oldadult_char","human","male",60,22,"ROWLING","Phineas_Nigellus_Black_ROWLING_char","oldadult","old","old old old",225
"4475","ROWLING_harrypotterandthehalfbloodprince_2005","pomfrey","Poppy Pomfrey","PoppyPomfrey_adult_char","human","female",45,77,"ROWLING","Poppy_Pomfrey_ROWLING_char","adult","old","old old old old old old old",303
"4485","ROWLING_harrypotterandthehalfbloodprince_2005","roberts","Roberts","Roberts_adult_char","human","male",45,3,"ROWLING","Roberts_ROWLING_char","adult","old","old old old old",99
"4488","ROWLING_harrypotterandthehalfbloodprince_2005","romilda14","Romilda Vane","RomildaVane_14.0_char","human","female",14,62,"ROWLING","Romilda_Vane_ROWLING_char","14","young","young",62
"4503","ROWLING_harrypotterandthehalfbloodprince_2005","scrimgeour","Rufus Scrimgeour","RufusScrimgeour_adult_char","human","male",45,287,"ROWLING","Rufus_Scrimgeour_ROWLING_char","adult","old","old old old",455
"4505","ROWLING_harrypotterandthehalfbloodprince_2005","shacklebolt","Kingsley Shacklebolt","KingsleyShacklebolt_adult_char","human","male",45,9,"ROWLING","Kingsley_Shacklebolt_ROWLING_char","adult","old","old old old",203
"4529","ROWLING_harrypotterandthehalfbloodprince_2005","sprout","Pomona Sprout","PomonaSprout_adult_char","human","female",45,44,"ROWLING","Pomona_Sprout_ROWLING_char","adult","old","old old old old old old old",191
"4536","ROWLING_harrypotterandthehalfbloodprince_2005","thorfinn","Thorfinn Rowle","ThorfinnRowle_adult_char","human","male",45,34,"ROWLING","Thorfinn_Rowle_ROWLING_char","adult","old","old old",92
"4538","ROWLING_harrypotterandthehalfbloodprince_2005","tom","Tom","Tom_oldadult_char","human","male",60,11,"ROWLING","Tom_ROWLING_char","oldadult","old","old old old old old",57
"4545","ROWLING_harrypotterandthehalfbloodprince_2005","trelawney","Sybill Trelawney","SybillTrelawney_adult_char","human","female",45,221,"ROWLING","Sybill_Trelawney_ROWLING_char","adult","old","old old old old old",922
"4547","ROWLING_harrypotterandthehalfbloodprince_2005","umbridge","Dolores Umbridge","DoloresUmbridge_adult_char","human","female",45,26,"ROWLING","Dolores_Umbridge_ROWLING_char","adult","old","old old old",1946
"4584","ROWLING_harrypotterandthehalfbloodprince_2005","walburga","Walburga Black","WalburgaBlack_middleadult_char","animated object","female",41,5,"ROWLING","Walburga_Black_ROWLING_char","middleadult","old","old old old old",135
"4590","ROWLING_harrypotterandthehalfbloodprince_2005","yaxley","Corban Yaxley","CorbanYaxley_adult_char","human","male",45,21,"ROWLING","Corban_Yaxley_ROWLING_char","adult","old","old old",177
"4591","ROWLING_harrypotterandthehalfbloodprince_2005","zabini16","Blaise Zabini","BlaiseZabini_16.0_char","human","male",16,87,"ROWLING","Blaise_Zabini_ROWLING_char","16","young","young young",88
"4592","ROWLING_harrypotterandthehalfbloodprince_2005","zacharias14","Zacharias Smith","ZachariasSmith_14.0_char","human","male",14,1,"ROWLING","Zacharias_Smith_ROWLING_char","14","young","young young young young young",119
"4593","ROWLING_harrypotterandthehalfbloodprince_2005","zacharias15","Zacharias Smith","ZachariasSmith_15.0_char","human","male",15,38,"ROWLING","Zacharias_Smith_ROWLING_char","15","young","young young young young young",119
"4599","ROWLING_harrypotterandtheorderofthephoenix_2003","alicia17","Alicia Spinnet","AliciaSpinnet_17.0_char","human","female",17,52,"ROWLING","Alicia_Spinnet_ROWLING_char","17","young","young young young young young young",90
"4601","ROWLING_harrypotterandtheorderofthephoenix_2003","amelia","Amelia Bones","AmeliaBones_adult_char","human","female",45,53,"ROWLING","Amelia_Bones_ROWLING_char","adult","old","old old",68
"4603","ROWLING_harrypotterandtheorderofthephoenix_2003","andromeda","Andromeda Tonks / Black","AndromedaTonks/Black_middleadult_char","human","female",41,11,"ROWLING","Andromeda_Tonks__Black_ROWLING_char","middleadult","old","old old",56
"4604","ROWLING_harrypotterandtheorderofthephoenix_2003","angelina17","Angelina Johnson","AngelinaJohnson_17.0_char","human","female",17,219,"ROWLING","Angelina_Johnson_ROWLING_char","17","young","young young young young young young young young",299
"4605","ROWLING_harrypotterandtheorderofthephoenix_2003","angelinaadolescent","Angelina Johnson","AngelinaJohnson_adolescent_char","human","female",15,1,"ROWLING","Angelina_Johnson_ROWLING_char","adolescent","young","young young young young young young young young",299
"4614","ROWLING_harrypotterandtheorderofthephoenix_2003","bane","Bane","Bane_adult_char","supernatural","male",45,18,"ROWLING","Bane_ROWLING_char","adult","old","old old old",51
"4624","ROWLING_harrypotterandtheorderofthephoenix_2003","binns","Cuthbert Binns","CuthbertBinns_deepoldadult_char","supernatural","male",60,29,"ROWLING","Cuthbert_Binns_ROWLING_char","deepoldadult","old","old old old old old",50
"4626","ROWLING_harrypotterandtheorderofthephoenix_2003","bode","Broderick Bode","BroderickBode_49.0_char","human","male",49,59,"ROWLING","Broderick_Bode_ROWLING_char","49","old","old",59
"4633","ROWLING_harrypotterandtheorderofthephoenix_2003","cedric17","Cedric Diggory","CedricDiggory_17.0_char","human","male",17,63,"ROWLING","Cedric_Diggory_ROWLING_char","17","young","young young young young young young",866
"4638","ROWLING_harrypotterandtheorderofthephoenix_2003","cho14","Cho Chang","ChoChang_14.0_char","human","female",14,4,"ROWLING","Cho_Chang_ROWLING_char","14","young","young young young young young young young young young",745
"4639","ROWLING_harrypotterandtheorderofthephoenix_2003","cho15","Cho Chang","ChoChang_15.0_char","human","female",15,14,"ROWLING","Cho_Chang_ROWLING_char","15","young","young young young young young young young young young",745
"4640","ROWLING_harrypotterandtheorderofthephoenix_2003","cho16","Cho Chang","ChoChang_16.0_char","human","female",16,542,"ROWLING","Cho_Chang_ROWLING_char","16","young","young young young young young young young young young",745
"4641","ROWLING_harrypotterandtheorderofthephoenix_2003","cho6","Cho Chang","ChoChang_6.0_char","human","female",6,2,"ROWLING","Cho_Chang_ROWLING_char","6","young","young young young young young young young young young",745
"4642","ROWLING_harrypotterandtheorderofthephoenix_2003","colin14","Colin Creevey","ColinCreevey_14.0_char","human","male",14,9,"ROWLING","Colin_Creevey_ROWLING_char","14","young","young young young young young young",195
"4643","ROWLING_harrypotterandtheorderofthephoenix_2003","crabbe15","Vincent Crabbe","VincentCrabbe_15.0_char","human","male",15,88,"ROWLING","Vincent_Crabbe_ROWLING_char","15","young","young young young young young young young young young young",444
"4648","ROWLING_harrypotterandtheorderofthephoenix_2003","dean15","Dean Thomas","DeanThomas_15.0_char","human","male",15,93,"ROWLING","Dean_Thomas_ROWLING_char","15","young","young young young young young young young young",459
"4652","ROWLING_harrypotterandtheorderofthephoenix_2003","dennis12","Dennis Creevey","DennisCreevey_12.0_char","human","male",12,6,"ROWLING","Dennis_Creevey_ROWLING_char","12","young","young young young",57
"4656","ROWLING_harrypotterandtheorderofthephoenix_2003","dippet","Armando Dippet","ArmandoDippet_oldadult_char","human","male",60,3,"ROWLING","Armando_Dippet_ROWLING_char","oldadult","old","old old old old old",64
"4657","ROWLING_harrypotterandtheorderofthephoenix_2003","dobby","Dobby","Dobby_adult_char","supernatural","male",45,148,"ROWLING","Dobby_ROWLING_char","adult","old","old old old old old old",1018
"4658","ROWLING_harrypotterandtheorderofthephoenix_2003","dolohov","Antonin Dolohov","AntoninDolohov_adult_char","human","male",45,62,"ROWLING","Antonin_Dolohov_ROWLING_char","adult","old","old old old old",145
"4682","ROWLING_harrypotterandtheorderofthephoenix_2003","ernie","Ernest Prang","ErnestPrang_oldadult_char","human","male",60,4,"ROWLING","Ernest_Prang_ROWLING_char","oldadult","old","old old",51
"4689","ROWLING_harrypotterandtheorderofthephoenix_2003","filch","Argus Filch","ArgusFilch_middleadult_char","human","male",41,135,"ROWLING","Argus_Filch_ROWLING_char","middleadult","old","old old old old old old old",599
"4690","ROWLING_harrypotterandtheorderofthephoenix_2003","firenze","Firenze","Firenze_adult_char","supernatural","male",45,119,"ROWLING","Firenze_ROWLING_char","adult","old","old old old old",206
"4692","ROWLING_harrypotterandtheorderofthephoenix_2003","fletcher","Mundungus Fletcher","MundungusFletcher_adult_char","human","male",45,191,"ROWLING","Mundungus_Fletcher_ROWLING_char","adult","old","old old old old old",400
"4698","ROWLING_harrypotterandtheorderofthephoenix_2003","fred15","Fred Weasley","FredWeasley_15.0_char","human","male",15,3,"ROWLING","Fred_Weasley_ROWLING_char","15","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"4699","ROWLING_harrypotterandtheorderofthephoenix_2003","fred16","Fred Weasley","FredWeasley_16.0_char","human","male",16,3,"ROWLING","Fred_Weasley_ROWLING_char","16","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"4700","ROWLING_harrypotterandtheorderofthephoenix_2003","fred17","Fred Weasley","FredWeasley_17.0_char","human","male",17,966,"ROWLING","Fred_Weasley_ROWLING_char","17","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"4701","ROWLING_harrypotterandtheorderofthephoenix_2003","fredadolescent","Fred Weasley","FredWeasley_adolescent_char","human","male",15,6,"ROWLING","Fred_Weasley_ROWLING_char","adolescent","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"4702","ROWLING_harrypotterandtheorderofthephoenix_2003","fredlate","Fred Weasley","FredWeasley_latechild_char","human","male",12,3,"ROWLING","Fred_Weasley_ROWLING_char","latechild","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"4704","ROWLING_harrypotterandtheorderofthephoenix_2003","fudge","Cornelius Fudge","CorneliusFudge_adult_char","human","male",45,501,"ROWLING","Cornelius_Fudge_ROWLING_char","adult","old","old old old old old old old",1348
"4705","ROWLING_harrypotterandtheorderofthephoenix_2003","gabrielle9","Gabrielle Delacour","GabrielleDelacour_9.0_char","human","female",9,1,"ROWLING","Gabrielle_Delacour_ROWLING_char","9","young","young young young young young",99
"4707","ROWLING_harrypotterandtheorderofthephoenix_2003","george15","George Weasley","GeorgeWeasley_15.0_char","human","male",15,2,"ROWLING","George_Weasley_ROWLING_char","15","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"4708","ROWLING_harrypotterandtheorderofthephoenix_2003","george16","George Weasley","GeorgeWeasley_16.0_char","human","male",16,3,"ROWLING","George_Weasley_ROWLING_char","16","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"4709","ROWLING_harrypotterandtheorderofthephoenix_2003","george17","George Weasley","GeorgeWeasley_17.0_char","human","male",17,886,"ROWLING","George_Weasley_ROWLING_char","17","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"4710","ROWLING_harrypotterandtheorderofthephoenix_2003","georgeadolescent","George Weasley","GeorgeWeasley_adolescent_char","human","male",15,6,"ROWLING","George_Weasley_ROWLING_char","adolescent","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"4711","ROWLING_harrypotterandtheorderofthephoenix_2003","georgelate","George Weasley","GeorgeWeasley_latechild_char","human","male",12,3,"ROWLING","George_Weasley_ROWLING_char","latechild","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"4724","ROWLING_harrypotterandtheorderofthephoenix_2003","goyle15","Gregory Goyle","GregoryGoyle_15.0_char","human","male",15,86,"ROWLING","Gregory_Goyle_ROWLING_char","15","young","young young young young young young young young young young",429
"4728","ROWLING_harrypotterandtheorderofthephoenix_2003","grubbly","Wilhelmina Grubbly-Plank","WilhelminaGrubbly-Plank_adult_char","human","female",45,95,"ROWLING","Wilhelmina_Grubbly-Plank_ROWLING_char","adult","old","old old",97
"4775","ROWLING_harrypotterandtheorderofthephoenix_2003","justin15","Justin Finch-Fletchley","JustinFinch-Fletchley_15.0_char","human","male",15,10,"ROWLING","Justin_Finch-Fletchley_ROWLING_char","15","young","young young young young young",97
"4777","ROWLING_harrypotterandtheorderofthephoenix_2003","katie16","Katie Bell","KatieBell_16.0_char","human","female",16,61,"ROWLING","Katie_Bell_ROWLING_char","16","young","young young young young young young young",249
"4779","ROWLING_harrypotterandtheorderofthephoenix_2003","kreacher","Kreacher","Kreacher_oldadult_char","supernatural","male",60,307,"ROWLING","Kreacher_ROWLING_char","oldadult","old","old old old",794
"4782","ROWLING_harrypotterandtheorderofthephoenix_2003","lavender15","Lavender Brown","LavenderBrown_15.0_char","human","female",15,59,"ROWLING","Lavender_Brown_ROWLING_char","15","young","young young young young young young young young",292
"4783","ROWLING_harrypotterandtheorderofthephoenix_2003","lee17","Lee Jordan","LeeJordan_17.0_char","human","male",17,52,"ROWLING","Lee_Jordan_ROWLING_char","17","young","young young young young young young young young",175
"4784","ROWLING_harrypotterandtheorderofthephoenix_2003","leeadolescent","Lee Jordan","LeeJordan_adolescent_char","human","male",15,1,"ROWLING","Lee_Jordan_ROWLING_char","adolescent","young","young young young young young young young young",175
"4797","ROWLING_harrypotterandtheorderofthephoenix_2003","luna11","Luna Lovegood","LunaLovegood_11.0_char","human","female",11,1,"ROWLING","Luna_Lovegood_ROWLING_char","11","young","young young young young young young young young young young",1047
"4798","ROWLING_harrypotterandtheorderofthephoenix_2003","luna13","Luna Lovegood","LunaLovegood_13.0_char","human","female",13,1,"ROWLING","Luna_Lovegood_ROWLING_char","13","young","young young young young young young young young young young",1047
"4799","ROWLING_harrypotterandtheorderofthephoenix_2003","luna14","Luna Lovegood","LunaLovegood_14.0_char","human","female",14,408,"ROWLING","Luna_Lovegood_ROWLING_char","14","young","young young young young young young young young young young",1047
"4800","ROWLING_harrypotterandtheorderofthephoenix_2003","luna9","Luna Lovegood","LunaLovegood_9.0_char","human","female",9,1,"ROWLING","Luna_Lovegood_ROWLING_char","9","young","young young young young young young young young young young",1047
"4807","ROWLING_harrypotterandtheorderofthephoenix_2003","macmillan15","Ernie McMillan","ErnieMcMillan_15.0_char","human","male",15,87,"ROWLING","Ernie_McMillan_ROWLING_char","15","young","young young young",105
"4808","ROWLING_harrypotterandtheorderofthephoenix_2003","macnair","Walden Macnair","WaldenMacnair_adult_char","human","male",45,30,"ROWLING","Walden_Macnair_ROWLING_char","adult","old","old old old",89
"4816","ROWLING_harrypotterandtheorderofthephoenix_2003","marietta16","Marietta Edgecombe","MariettaEdgecombe_16.0_char","human","female",16,159,"ROWLING","Marietta_Edgecombe_ROWLING_char","16","young","young young young",162
"4819","ROWLING_harrypotterandtheorderofthephoenix_2003","maxime","Olympe Maxine","OlympeMaxine_adult_char","supernatural","female",45,175,"ROWLING","Olympe_Maxine_ROWLING_char","adult","old","old old",180
"4820","ROWLING_harrypotterandtheorderofthephoenix_2003","mcgonagall","Minerva McGonagall","MinervaMcGonagall_oldadult_char","human","female",60,531,"ROWLING","Minerva_McGonagall_ROWLING_char","oldadult","old","old old old old old old old old",2015
"4824","ROWLING_harrypotterandtheorderofthephoenix_2003","michael14","Michael Corner","MichaelCorner_14.0_char","human","male",14,1,"ROWLING","Michael_Corner_ROWLING_char","14","young","young young young young young",53
"4825","ROWLING_harrypotterandtheorderofthephoenix_2003","michael15","Michael Corner","MichaelCorner_15.0_char","human","male",15,32,"ROWLING","Michael_Corner_ROWLING_char","15","young","young young young young young",53
"4829","ROWLING_harrypotterandtheorderofthephoenix_2003","montague","Graham Montague","GrahamMontague_adolescent_char","human","male",15,45,"ROWLING","Graham_Montague_ROWLING_char","adolescent","young","young young young",63
"4830","ROWLING_harrypotterandtheorderofthephoenix_2003","moody","Alastor Moody","AlastorMoody_oldadult_char","human","male",60,269,"ROWLING","Alastor_Moody_ROWLING_char","oldadult","old","old old old old old",444
"4831","ROWLING_harrypotterandtheorderofthephoenix_2003","moodyadult","Alastor Moody","AlastorMoody_adult_char","human","male",45,6,"ROWLING","Alastor_Moody_ROWLING_char","adult","old","old old old old old",444
"4852","ROWLING_harrypotterandtheorderofthephoenix_2003","padma14","Padma Patil","PadmaPatil_14.0_char","human","female",14,5,"ROWLING","Padma_Patil_ROWLING_char","14","young","young young young young young young",58
"4853","ROWLING_harrypotterandtheorderofthephoenix_2003","padma15","Padma Patil","PadmaPatil_15.0_char","human","female",15,5,"ROWLING","Padma_Patil_ROWLING_char","15","young","young young young young young young",58
"4855","ROWLING_harrypotterandtheorderofthephoenix_2003","pansy15","Pansy Parkinson","PansyParkinson_15.0_char","human","female",15,45,"ROWLING","Pansy_Parkinson_ROWLING_char","15","young","young young young young young young",120
"4856","ROWLING_harrypotterandtheorderofthephoenix_2003","parvati15","Parvati Patil","ParvatiPatil_15.0_char","human","female",15,93,"ROWLING","Parvati_Patil_ROWLING_char","15","young","young young young young young young young",288
"4872","ROWLING_harrypotterandtheorderofthephoenix_2003","phineas","Phineas Nigellus Black","PhineasNigellusBlack_oldadult_char","human","male",60,96,"ROWLING","Phineas_Nigellus_Black_ROWLING_char","oldadult","old","old old old",225
"4875","ROWLING_harrypotterandtheorderofthephoenix_2003","pomfrey","Poppy Pomfrey","PoppyPomfrey_adult_char","human","female",45,25,"ROWLING","Poppy_Pomfrey_ROWLING_char","adult","old","old old old old old old old",303
"4888","ROWLING_harrypotterandtheorderofthephoenix_2003","roger17","Roger Davies","RogerDavies_17.0_char","human","male",17,34,"ROWLING","Roger_Davies_ROWLING_char","17","young","young young young young",69
"4898","ROWLING_harrypotterandtheorderofthephoenix_2003","rookwood","Augustus Rookwood","AugustusRookwood_adult_char","human","male",45,52,"ROWLING","Augustus_Rookwood_ROWLING_char","adult","old","old old old",63
"4906","ROWLING_harrypotterandtheorderofthephoenix_2003","scrimgeour","Rufus Scrimgeour","RufusScrimgeour_adult_char","human","male",45,2,"ROWLING","Rufus_Scrimgeour_ROWLING_char","adult","old","old old old",455
"4907","ROWLING_harrypotterandtheorderofthephoenix_2003","seamus14","Seamus Finnigan","SeamusFinnigan_14.0_char","human","male",14,1,"ROWLING","Seamus_Finnigan_ROWLING_char","14","young","young young young young young young young young",324
"4908","ROWLING_harrypotterandtheorderofthephoenix_2003","seamus15","Seamus Finnigan","SeamusFinnigan_15.0_char","human","male",15,147,"ROWLING","Seamus_Finnigan_ROWLING_char","15","young","young young young young young young young young",324
"4909","ROWLING_harrypotterandtheorderofthephoenix_2003","shacklebolt","Kingsley Shacklebolt","KingsleyShacklebolt_adult_char","human","male",45,86,"ROWLING","Kingsley_Shacklebolt_ROWLING_char","adult","old","old old old",203
"4935","ROWLING_harrypotterandtheorderofthephoenix_2003","sprout","Pomona Sprout","PomonaSprout_adult_char","human","female",45,29,"ROWLING","Pomona_Sprout_ROWLING_char","adult","old","old old old old old old old",191
"4944","ROWLING_harrypotterandtheorderofthephoenix_2003","ted","Edward Tonks","EdwardTonks_middleadult_char","human","male",41,3,"ROWLING","Edward_Tonks_ROWLING_char","middleadult","old","old old",123
"4953","ROWLING_harrypotterandtheorderofthephoenix_2003","trelawney","Sybill Trelawney","SybillTrelawney_adult_char","human","female",45,279,"ROWLING","Sybill_Trelawney_ROWLING_char","adult","old","old old old old old",922
"4954","ROWLING_harrypotterandtheorderofthephoenix_2003","umbridge","Dolores Umbridge","DoloresUmbridge_adult_char","human","female",45,1813,"ROWLING","Dolores_Umbridge_ROWLING_char","adult","old","old old old",1946
"4968","ROWLING_harrypotterandtheorderofthephoenix_2003","walburga","Walburga Black","WalburgaBlack_middleadult_char","animated object","female",41,99,"ROWLING","Walburga_Black_ROWLING_char","middleadult","old","old old old old",135
"4974","ROWLING_harrypotterandtheorderofthephoenix_2003","winky","Winky","Winky_adult_char","supernatural","female",45,8,"ROWLING","Winky_ROWLING_char","adult","old","old old",542
"4976","ROWLING_harrypotterandtheorderofthephoenix_2003","zacharias14","Zacharias Smith","ZachariasSmith_14.0_char","human","male",14,78,"ROWLING","Zacharias_Smith_ROWLING_char","14","young","young young young young young",119
"4980","ROWLING_harrypotterandthephilosophersstone_1997","alicia13","Alicia Spinnet","AliciaSpinnet_13.0_char","human","female",13,3,"ROWLING","Alicia_Spinnet_ROWLING_char","13","young","young young young young young young",90
"4981","ROWLING_harrypotterandthephilosophersstone_1997","angelina14","Angelina Johnson","AngelinaJohnson_14.0_char","human","female",14,10,"ROWLING","Angelina_Johnson_ROWLING_char","14","young","young young young young young young young young",299
"4985","ROWLING_harrypotterandthephilosophersstone_1997","bane","Bane","Bane_adult_char","supernatural","male",45,31,"ROWLING","Bane_ROWLING_char","adult","old","old old old",51
"4990","ROWLING_harrypotterandthephilosophersstone_1997","binns","Cuthbert Binns","CuthbertBinns_deepoldadult_char","other","male",60,6,"ROWLING","Cuthbert_Binns_ROWLING_char","deepoldadult","old","old old old old old",50
"4991","ROWLING_harrypotterandthephilosophersstone_1997","blaise11","Blaise Zabini","BlaiseZabini_11.0_char","human","male",11,1,"ROWLING","Blaise_Zabini_ROWLING_char","11","young","young young",88
"4995","ROWLING_harrypotterandthephilosophersstone_1997","crabbe11","Vincent Crabbe","VincentCrabbe_11.0_char","human","male",11,41,"ROWLING","Vincent_Crabbe_ROWLING_char","11","young","young young young young young young young young young young",444
